"Sample_Name","rail_id","external_id","sra_sample_acc_x","sra_experiment_acc","sra_experiment_title","sra_sample_attributes","sra_experiment_attributes","sra_sample_name","sra_sample_title","sra_sample_bases","sra_sample_spots","sra_run_published","sra_size","sra_run_total_bases","sra_run_total_spots","sra_num_spots","sra_read_info","sra_run_alias","recount_qc_aligned_readspercent_chrm","recount_qc_aligned_readspercent_chrx","recount_qc_aligned_readspercent_chry","recount_qc_bc_auc_all_reads_all_bases","recount_qc_bc_auc_all_reads_annotated_bases","recount_qc_bc_auc_unique_reads_all_bases","recount_qc_bc_auc_unique_reads_annotated_bases","recount_qc_bc_auc_all_percent","recount_qc_bc_auc_unique_percent","recount_qc_bc_frag_count","recount_qc_bc_frag_kallisto_count","recount_qc_bc_frag_kallisto_mean_length","recount_qc_bc_frag_mean_length","recount_qc_bc_frag_mode_length","recount_qc_bc_frag_mode_length_count","recount_qc_exon_fc_all_percent","recount_qc_exon_fc_unique_percent","recount_qc_exon_fc_count_all_total","recount_qc_exon_fc_count_all_assigned","recount_qc_exon_fc_count_unique_total","recount_qc_exon_fc_count_unique_assigned","recount_qc_gene_fc_all_percent","recount_qc_gene_fc_unique_percent","recount_qc_gene_fc_count_all_total","recount_qc_gene_fc_count_all_assigned","recount_qc_gene_fc_count_unique_total","recount_qc_gene_fc_count_unique_assigned","recount_qc_intron_sum","recount_qc_iintron_sum_percent","recount_qc_star_percent_of_chimeric_reads","recount_qc_star_percent_of_reads_mapped_to_multiple_loci","recount_qc_star_percent_of_reads_mapped_to_too_many_loci","recount_qc_star_percent_of_reads_unmapped_other","recount_qc_star_percent_of_reads_unmapped_too_short","recount_qc_star_all_mapped_reads","recount_qc_star_average_input_read_length","recount_qc_star_average_mapped_length","recount_qc_star_deletion_average_length","recount_qc_star_deletion_rate_per_base","recount_qc_star_insertion_average_length","recount_qc_star_mapping_speed_million_of_reads_per_hour","recount_qc_star_mismatch_rate_per_base_percent","recount_qc_star_number_of_chimeric_reads","recount_qc_star_number_of_input_reads","recount_qc_star_number_of_reads_mapped_to_multiple_loci","recount_qc_star_number_of_reads_mapped_to_too_many_loci","recount_qc_star_number_of_reads_unmapped_other","recount_qc_star_number_of_reads_unmapped_too_short","recount_qc_star_number_of_splices_at_ac","recount_qc_star_number_of_splices_gc_ag","recount_qc_star_number_of_splices_gt_ag","recount_qc_star_number_of_splices_non_canonical","recount_qc_star_number_of_splices_total","recount_qc_star_uniquely_mapped_reads_percent","recount_qc_star_uniquely_mapped_reads_number","recount_qc_junction_count","recount_qc_junction_coverage","recount_qc_junction_avg_coverage","recount_qc_star_number_of_input_reads_both","recount_qc_star_all_mapped_reads_both","recount_qc_star_number_of_chimeric_reads_both","recount_qc_star_number_of_reads_mapped_to_multiple_loci_both","recount_qc_star_number_of_reads_mapped_to_too_many_loci_both","recount_qc_star_number_of_reads_unmapped_other_both","recount_qc_star_number_of_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_number_both","recount_qc_star_percent_mapped_reads_both","recount_qc_star_percent_chimeric_reads_both","recount_qc_star_percent_reads_mapped_to_multiple_loci_both","recount_qc_star_percent_reads_mapped_to_too_many_loci_both","recount_qc_star_percent_reads_unmapped_other_both","recount_qc_star_percent_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_percent_both","recount_seq_qc_avg_len","recount_seq_qc_bases","recount_seq_qc_percenta","recount_seq_qc_percentc","recount_seq_qc_percentg","recount_seq_qc_percentt","recount_seq_qc_percentn","recount_seq_qc_avgq","recount_seq_qc_errq","recount_pred_sample_acc_y","recount_pred_pred_type","BigWigURL","age","cell.type","cx3cr1.genotype","Sex","source_name","treatment","group"
"SRR9139180",3682333,"SRR9139180","SRS4831147","SRX5912260","GSM3823815_ PC_LPS_WT_5F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823815","GSM3823815","PC_LPS_WT_5F",1383704285,14232601,"2019_11_28 20_26_06",531410428,1383704285,14232601,14232601,"index_0_count_14232601_average_48_61_stdev_2_17_index_1_count_14232601_average_48_61_stdev_2_16","GSM3823815_r1",0.95,3.23,0.08,1189735214,1177629739,1090134588,1090844551,98.98,100.07,13404260,10778358,208.126,1491.942,79,58370,86.06,94.3,15723939,11535923,15723939,11535923,89.53,91.12,15723939,12001007,15723939,11146920,61465385,5.17,2.32,8.23,0.68,0.17,4.97,13404260,97,96.04,1.27,0,1.32,465.79,0.15,330861,14232601,1170734,96334,24174,707833,1504,12730,2304368,9385,2327987,85.95,12233526,119867,2306741,19.24417062244,14232601,13404260,330861,1170734,96334,24174,707833,12233526,94.2,2.3,8.2,0.7,0.2,5,86,48.61,691889888,24.3,24.8,25.4,25.4,0,35.6,28.2,"SRS4831147","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_80_sra_base_sums_SRP199678_SRR9139180_ALL_bw","2 months","Peritoneal cells","WT","female","Peritoneal cells","LPS","grp16"
"SRR9139181",3682364,"SRR9139181","SRS4831148","SRX5912261","GSM3823816_ PC_LPS_WT_6F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823816","GSM3823816","PC_LPS_WT_6F",1721774133,17727513,"2019_11_28 20_26_06",673835308,1721774133,17727513,17727513,"index_0_count_17727513_average_48_56_stdev_2_29_index_1_count_17727513_average_48_56_stdev_2_29","GSM3823816_r1",0.47,3.09,0.11,1491267503,1481739739,1375598197,1380410774,99.36,100.35,16821523,13494221,207.608,1470.67,79,70842,87.56,95.23,19511574,14728298,19511574,14728298,90.67,92.15,19511574,15251655,19511574,14251104,68457052,4.59,2.15,7.65,0.73,0.21,4.18,16821523,97,95.88,1.21,0,1.23,625.68,0.16,380773,17727513,1356029,128976,36571,740443,1791,16433,2922385,10278,2950887,87.24,15465494,125435,2942408,23.45763144258,17727513,16821523,380773,1356029,128976,36571,740443,15465494,94.9,2.1,7.6,0.7,0.2,4.2,87.2,48.56,860928113,24.6,24.3,25.3,25.7,0.1,35.4,27.4,"SRS4831148","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_81_sra_base_sums_SRP199678_SRR9139181_ALL_bw","2 months","Peritoneal cells","WT","female","Peritoneal cells","LPS","grp16"
"SRR9139182",3682396,"SRR9139182","SRS4831149","SRX5912262","GSM3823817_ PC_LPS_WT_8M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823817","GSM3823817","PC_LPS_WT_8M",1422164456,14645733,"2019_11_28 20_26_06",546744919,1422164456,14645733,14645733,"index_0_count_14645733_average_48_56_stdev_2_31_index_1_count_14645733_average_48_55_stdev_2_31","GSM3823817_r1",0.44,3.07,0.09,1230303207,1218728982,1136390534,1137275005,99.06,100.08,13906972,11247984,205.086,1350.763,79,59841,87.42,94.98,16093617,12157983,16093617,12157983,90.36,91.95,16093617,12566676,16093617,11770223,56916301,4.63,2.16,7.55,0.73,0.23,4.09,13906972,97,95.87,1.24,0,1.22,475,0.14,316252,14645733,1105776,106901,33146,598714,1394,13182,2403214,8050,2425840,87.41,12801196,115284,2419806,20.98995524097,14645733,13906972,316252,1105776,106901,33146,598714,12801196,95,2.2,7.6,0.7,0.2,4.1,87.4,48.56,711125653,24.6,24.5,25.1,25.8,0.1,35.6,28.1,"SRS4831149","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_82_sra_base_sums_SRP199678_SRR9139182_ALL_bw","2 months","Peritoneal cells","WT","male","Peritoneal cells","LPS","grp21"
"SRR9139183",3682425,"SRR9139183","SRS4831150","SRX5912263","GSM3823818_ PC_LPS_WT_9M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823818","GSM3823818","PC_LPS_WT_9M",1396229897,14365891,"2019_11_28 20_26_06",539829461,1396229897,14365891,14365891,"index_0_count_14365891_average_48_60_stdev_2_22_index_1_count_14365891_average_48_59_stdev_2_22","GSM3823818_r1",0.58,3.36,0.07,1208313915,1198878671,1113113951,1115462250,99.22,100.21,13582576,10773755,213.931,1483.918,79,55261,87.74,95.59,15751303,11917277,15751303,11917277,90.96,92.53,15751303,12355152,15751303,11536163,49919389,4.13,2.35,7.76,0.68,0.18,4.59,13582576,97,95.89,1.24,0,1.23,420.47,0.15,337929,14365891,1115109,97915,26408,658992,1440,12877,2360042,7765,2382124,86.79,12467467,113172,2383907,21.06445940692,14365891,13582576,337929,1115109,97915,26408,658992,12467467,94.5,2.4,7.8,0.7,0.2,4.6,86.8,48.6,698164138,24.7,24.3,25.1,25.9,0.1,35.5,27.7,"SRS4831150","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_83_sra_base_sums_SRP199678_SRR9139183_ALL_bw","2 months","Peritoneal cells","WT","male","Peritoneal cells","LPS","grp21"
"SRR9139184",3682459,"SRR9139184","SRS4831151","SRX5912264","GSM3823819_ PC_LPS_WT_10F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823819","GSM3823819","PC_LPS_WT_10F",1414492658,14539690,"2019_11_28 20_26_07",558979671,1414492658,14539690,14539690,"index_0_count_14539690_average_48_65_stdev_2_12_index_1_count_14539690_average_48_64_stdev_2_12","GSM3823819_r1",0.77,2.97,0.09,1221049400,1212176957,1111137711,1114381533,99.27,100.29,13641009,10777622,215.595,1636.317,79,54531,86.64,95.56,16146169,11818335,16146169,11818335,90.81,92.33,16146169,12387940,16146169,11419315,50255585,4.12,2.54,8.76,0.64,0.18,5.36,13641009,97,95.95,1.24,0,1.27,562.83,0.19,369609,14539690,1273701,93053,25761,779867,1521,13361,2402019,10057,2426958,85.06,12367308,120434,2448579,20.33129348855,14539690,13641009,369609,1273701,93053,25761,779867,12367308,93.8,2.5,8.8,0.6,0.2,5.4,85.1,48.65,707287416,24.7,24.4,25.3,25.6,0,35.6,28.3,"SRS4831151","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_84_sra_base_sums_SRP199678_SRR9139184_ALL_bw","2 months","Peritoneal cells","WT","female","Peritoneal cells","LPS","grp16"
"SRR9139185",3682490,"SRR9139185","SRS4831152","SRX5912265","GSM3823820_ PC_LPS_WT_11F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823820","GSM3823820","PC_LPS_WT_11F",1450815146,14931683,"2019_11_28 20_26_07",560806588,1450815146,14931683,14931683,"index_0_count_14931683_average_48_58_stdev_2_25_index_1_count_14931683_average_48_58_stdev_2_24","GSM3823820_r1",0.74,3.14,0.06,1251813909,1243931409,1150464999,1153424653,99.37,100.26,14125476,11317904,207.853,1502.013,79,61056,86.69,94.7,16473501,12245917,16473501,12245917,89.92,91.29,16473501,12701349,16473501,11805464,61991683,4.95,2.36,7.99,0.62,0.16,4.62,14125476,97,95.87,1.25,0,1.3,632.4,0.15,351769,14931683,1193716,92232,23877,690098,1470,13233,2527202,9443,2551348,86.61,12931760,120875,2540382,21.016603929679,14931683,14125476,351769,1193716,92232,23877,690098,12931760,94.6,2.4,8,0.6,0.2,4.6,86.6,48.58,725455325,24.4,24.5,25.5,25.5,0.1,35.5,27.9,"SRS4831152","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_85_sra_base_sums_SRP199678_SRR9139185_ALL_bw","2 months","Peritoneal cells","WT","female","Peritoneal cells","LPS","grp16"
"SRR9139186",3682525,"SRR9139186","SRS4831153","SRX5912266","GSM3823821_ PC_LPS_WT_11M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823821","GSM3823821","PC_LPS_WT_11M",1412967141,14547045,"2019_11_28 20_26_07",543856819,1412967141,14547045,14547045,"index_0_count_14547045_average_48_57_stdev_2_29_index_1_count_14547045_average_48_56_stdev_2_28","GSM3823821_r1",0.86,2.91,0.1,1215644948,1207447608,1100439671,1105062883,99.33,100.42,13743889,11052260,205.254,1406.298,79,60049,86.53,95.97,16432075,11892282,16432075,11892282,91,92.74,16432075,12507402,16432075,11492101,46883734,3.86,2.44,9.29,0.78,0.22,4.52,13743889,97,95.8,1.26,0,1.22,463.45,0.15,354386,14547045,1351909,113756,32600,656800,1506,12808,2423558,8924,2446796,85.19,12391980,113470,2451441,21.604309509121,14547045,13743889,354386,1351909,113756,32600,656800,12391980,94.5,2.4,9.3,0.8,0.2,4.5,85.2,48.57,706528769,24.6,24.5,25.1,25.7,0.1,35.5,27.8,"SRS4831153","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_86_sra_base_sums_SRP199678_SRR9139186_ALL_bw","2 months","Peritoneal cells","WT","male","Peritoneal cells","LPS","grp21"
"SRR9139187",3682552,"SRR9139187","SRS4831154","SRX5912267","GSM3823822_ PC_LPS_WT_12F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__WT_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823822","GSM3823822","PC_LPS_WT_12F",1395275648,14354036,"2019_11_28 20_26_07",542554338,1395275648,14354036,14354036,"index_0_count_14354036_average_48_60_stdev_2_21_index_1_count_14354036_average_48_60_stdev_2_20","GSM3823822_r1",0.63,3.09,0.07,1205235718,1196222947,1109263668,1112024988,99.25,100.25,13539745,10749087,214.194,1558.912,79,55908,87.21,95.1,15756099,11807885,15756099,11807885,90.53,92.05,15756099,12257983,15756099,11430050,55563500,4.61,2.49,7.82,0.68,0.17,4.82,13539745,97,95.93,1.25,0,1.27,478.47,0.15,357399,14354036,1122970,97900,24829,691562,1401,12669,2361278,9010,2384358,86.5,12416775,116157,2378850,20.479609494047,14354036,13539745,357399,1122970,97900,24829,691562,12416775,94.3,2.5,7.8,0.7,0.2,4.8,86.5,48.6,697668764,24.7,24.5,25.3,25.5,0.1,35.5,27.8,"SRS4831154","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_87_sra_base_sums_SRP199678_SRR9139187_ALL_bw","2 months","Peritoneal cells","WT","female","Peritoneal cells","LPS","grp16"
"SRR9139188",3682585,"SRR9139188","SRS4831155","SRX5912268","GSM3823823_ PC_LPS_Het_3M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823823","GSM3823823","PC_LPS_Het_3M",1267396914,13030856,"2019_11_28 20_26_07",488652842,1267396914,13030856,13030856,"index_0_count_13030856_average_48_63_stdev_2_15_index_1_count_13030856_average_48_63_stdev_2_14","GSM3823823_r1",0.54,3.06,0.09,1096107575,1085554498,1012017140,1012439182,99.04,100.04,12269726,9758226,215.738,1450.749,79,50423,87.45,95.04,14173419,10730178,14173419,10730178,90.47,92.05,14173419,11100281,14173419,10392838,50284062,4.59,2.5,7.52,0.68,0.19,4.97,12269726,97,95.99,1.24,0,1.29,407.92,0.15,325149,13030856,979281,88709,24450,647971,1246,11194,2117870,7101,2137411,86.64,11290445,110669,2150608,19.43279509167,13030856,12269726,325149,979281,88709,24450,647971,11290445,94.2,2.5,7.5,0.7,0.2,5,86.6,48.63,633743501,24.6,24.5,25.1,25.8,0,35.6,28.2,"SRS4831155","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_88_sra_base_sums_SRP199678_SRR9139188_ALL_bw","2 months","Peritoneal cells","Het","male","Peritoneal cells","LPS","grp15"
"SRR9139189",3682613,"SRR9139189","SRS4831156","SRX5912269","GSM3823824_ PC_LPS_Het_4M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823824","GSM3823824","PC_LPS_Het_4M",1557505358,16035488,"2019_11_28 20_26_07",610951040,1557505358,16035488,16035488,"index_0_count_16035488_average_48_57_stdev_2_30_index_1_count_16035488_average_48_56_stdev_2_29","GSM3823824_r1",0.48,3.08,0.09,1342286704,1334474631,1231823417,1236753925,99.42,100.4,15143218,12090236,208.972,1491.067,79,63845,87.94,96.17,17724025,13316586,17724025,13316586,91.5,93.06,17724025,13856745,17724025,12885342,48883640,3.64,2.37,8.09,0.7,0.17,4.7,15143218,97,95.82,1.24,0,1.25,430.8,0.17,379703,16035488,1296855,111832,27494,752944,1763,14453,2673052,10370,2699638,86.35,13846363,120468,2701039,22.421215592522,16035488,15143218,379703,1296855,111832,27494,752944,13846363,94.4,2.4,8.1,0.7,0.2,4.7,86.3,48.57,778799551,24.4,24.6,25.5,25.5,0.1,35.4,27.4,"SRS4831156","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_89_sra_base_sums_SRP199678_SRR9139189_ALL_bw","2 months","Peritoneal cells","Het","male","Peritoneal cells","LPS","grp15"
"SRR9139190",3682836,"SRR9139190","SRS4831157","SRX5912270","GSM3823825_ PC_LPS_Het_5M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823825","GSM3823825","PC_LPS_Het_5M",1957411179,20145767,"2019_11_28 20_26_07",753626464,1957411179,20145767,20145767,"index_0_count_20145767_average_48_58_stdev_2_25_index_1_count_20145767_average_48_58_stdev_2_25","GSM3823825_r1",0.46,3.24,0.08,1699214019,1688459771,1571631952,1576461457,99.37,100.31,19139309,15338745,208.016,1410.609,79,81511,87.96,95.42,22062021,16834365,22062021,16834365,90.73,92.19,22062021,17364650,22062021,16265001,72671946,4.28,2.09,7.43,0.68,0.18,4.14,19139309,97,95.94,1.24,0,1.26,518.03,0.15,421263,20145767,1496259,137731,35284,833443,2067,18670,3422993,10219,3453949,87.58,17643050,126244,3441994,27.264614555939,20145767,19139309,421263,1496259,137731,35284,833443,17643050,95,2.1,7.4,0.7,0.2,4.1,87.6,48.58,978757797,24.4,24.7,25.3,25.6,0.1,35.6,28.1,"SRS4831157","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_90_sra_base_sums_SRP199678_SRR9139190_ALL_bw","2 months","Peritoneal cells","Het","male","Peritoneal cells","LPS","grp15"
"SRR9139191",3682872,"SRR9139191","SRS4831158","SRX5912271","GSM3823826_ PC_LPS_Het_6F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823826","GSM3823826","PC_LPS_Het_6F",2243033758,23062607,"2019_11_28 20_26_07",863814237,2243033758,23062607,23062607,"index_0_count_23062607_average_48_63_stdev_2_13_index_1_count_23062607_average_48_63_stdev_2_13","GSM3823826_r1",0.7,3.02,0.07,1938594446,1922828186,1779839649,1782996394,99.19,100.18,21764830,17492989,210.814,1456.569,79,92825,85.89,93.89,25444716,18694819,25444716,18694819,89.54,90.96,25444716,19489265,25444716,18110826,110859520,5.72,2.39,8.04,0.72,0.21,4.7,21764830,97,95.96,1.25,0,1.25,391.63,0.15,550690,23062607,1853692,167101,47361,1083315,2182,20429,3735834,14864,3773309,86.34,19911138,131119,3778497,28.817310992305,23062607,21764830,550690,1853692,167101,47361,1083315,19911138,94.4,2.4,8,0.7,0.2,4.7,86.3,48.63,1121593310,24.4,24.6,25.3,25.6,0,35.5,27.8,"SRS4831158","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_91_sra_base_sums_SRP199678_SRR9139191_ALL_bw","2 months","Peritoneal cells","Het","female","Peritoneal cells","LPS","grp29"
"SRR9139192",3682904,"SRR9139192","SRS4831159","SRX5912272","GSM3823827_ PC_LPS_Het_7M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823827","GSM3823827","PC_LPS_Het_7M",1456893447,15000814,"2019_11_28 20_26_07",577427901,1456893447,15000814,15000814,"index_0_count_15000814_average_48_56_stdev_2_30_index_1_count_15000814_average_48_56_stdev_2_29","GSM3823827_r1",0.62,3.4,0.06,1253262806,1248669795,1147440422,1153719663,99.63,100.55,14165432,11231192,207.165,1476.008,79,60950,88.32,96.83,16554031,12510543,16554031,12510543,92.06,93.61,16554031,13041230,16554031,12093407,37300455,2.98,2.08,8.31,0.6,0.12,4.84,14165432,97,95.87,1.24,0,1.25,627.94,0.19,311923,15000814,1245832,90556,18081,726745,1738,13212,2572117,7582,2594649,86.13,12919600,114462,2590291,22.630139260191,15000814,14165432,311923,1245832,90556,18081,726745,12919600,94.4,2.1,8.3,0.6,0.1,4.8,86.1,48.56,728478732,24.6,24.5,25.4,25.4,0.1,35.6,28.1,"SRS4831159","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_92_sra_base_sums_SRP199678_SRR9139192_ALL_bw","2 months","Peritoneal cells","Het","male","Peritoneal cells","LPS","grp15"
"SRR9139193",3682937,"SRR9139193","SRS4831160","SRX5912273","GSM3823828_ PC_LPS_Het_8M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823828","GSM3823828","PC_LPS_Het_8M",1434163795,14740993,"2019_11_28 20_26_07",556175595,1434163795,14740993,14740993,"index_0_count_14740993_average_48_65_stdev_2_12_index_1_count_14740993_average_48_64_stdev_2_12","GSM3823828_r1",0.57,3.12,0.12,1247599553,1238633636,1142398324,1146028497,99.28,100.32,13915383,10952597,218.071,1539.772,79,54510,87.62,96.01,16328835,12192948,16328835,12192948,91.31,92.92,16328835,12705960,16328835,11801117,47036865,3.77,2.43,8.24,0.71,0.17,4.71,13915383,97,95.96,1.27,0,1.25,707.57,0.15,358403,14740993,1215221,105287,25747,694576,1586,13355,2483355,8836,2507132,86.16,12700162,116799,2520295,21.578052894288,14740993,13915383,358403,1215221,105287,25747,694576,12700162,94.4,2.4,8.2,0.7,0.2,4.7,86.2,48.65,717138760,24.5,24.4,25.4,25.6,0,35.5,27.9,"SRS4831160","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_93_sra_base_sums_SRP199678_SRR9139193_ALL_bw","2 months","Peritoneal cells","Het","male","Peritoneal cells","LPS","grp15"
"SRR9139194",3682969,"SRR9139194","SRS4831161","SRX5912274","GSM3823829_ PC_LPS_Het_9F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823829","GSM3823829","PC_LPS_Het_9F",1554477437,15993872,"2019_11_28 20_26_07",596783216,1554477437,15993872,15993872,"index_0_count_15993872_average_48_60_stdev_2_19_index_1_count_15993872_average_48_59_stdev_2_19","GSM3823829_r1",0.79,2.93,0.08,1330893359,1322159568,1206672167,1211121662,99.34,100.37,15094134,12293783,199.868,1451.545,79,71905,86.21,95.5,18022059,13013295,18022059,13013295,90.62,92.21,18022059,13678738,18022059,12564964,56434598,4.24,2.47,9.18,0.68,0.19,4.75,15094134,97,95.91,1.28,0,1.25,528.24,0.15,395342,15993872,1468067,108628,30851,760259,1708,14151,2641101,12098,2669058,85.2,13626067,121067,2691443,22.2310208397,15993872,15094134,395342,1468067,108628,30851,760259,13626067,94.4,2.5,9.2,0.7,0.2,4.8,85.2,48.6,777271435,24.2,25,25.6,25.2,0,35.5,28,"SRS4831161","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_94_sra_base_sums_SRP199678_SRR9139194_ALL_bw","2 months","Peritoneal cells","Het","female","Peritoneal cells","LPS","grp29"
"SRR9139195",3682999,"SRR9139195","SRS4831162","SRX5912275","GSM3823830_ PC_LPS_Het_10F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__Het_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823830","GSM3823830","PC_LPS_Het_10F",1703162382,17552120,"2019_11_28 20_26_07",660196413,1703162382,17552120,17552120,"index_0_count_17552120_average_48_52_stdev_2_39_index_1_count_17552120_average_48_51_stdev_2_38","GSM3823830_r1",0.95,2.96,0.09,1450233483,1435805132,1324378925,1325301441,99.01,100.07,16508080,13506315,200.622,1379.181,79,75260,84.39,92.83,19491137,13931855,19491137,13931855,88.21,89.74,19491137,14561511,19491137,13467699,97202569,6.7,2.51,8.55,0.69,0.23,5.03,16508080,97,95.79,1.3,0,1.26,625.62,0.16,441207,17552120,1500272,121284,40497,882259,1798,14553,2718750,12773,2747874,85.5,15007808,123212,2727146,22.133769438042,17552120,16508080,441207,1500272,121284,40497,882259,15007808,94.1,2.5,8.5,0.7,0.2,5,85.5,48.52,851625430,24.7,24.5,25.3,25.5,0.1,35.5,27.7,"SRS4831162","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_95_sra_base_sums_SRP199678_SRR9139195_ALL_bw","2 months","Peritoneal cells","Het","female","Peritoneal cells","LPS","grp29"
"SRR9139196",3683030,"SRR9139196","SRS4831163","SRX5912276","GSM3823831_ PC_LPS_KO_8F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__KO_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823831","GSM3823831","PC_LPS_KO_8F",1333057726,13703747,"2019_11_28 20_26_07",513115316,1333057726,13703747,13703747,"index_0_count_13703747_average_48_64_stdev_2_12_index_1_count_13703747_average_48_63_stdev_2_12","GSM3823831_r1",0.94,2.98,0.08,1139847973,1128008936,1040961096,1041036164,98.96,100.01,12792601,10241270,212.34,1490.911,79,54143,86.19,94.75,15064573,11025534,15064573,11025534,89.98,91.63,15064573,11511382,15064573,10661440,54643841,4.79,2.83,8.44,0.67,0.17,5.8,12792601,97,95.98,1.27,0,1.34,335.6,0.16,387374,13703747,1156742,91825,23980,795341,1309,12263,2179868,14278,2207718,84.91,11635859,116957,2208415,18.882281522269,13703747,12792601,387374,1156742,91825,23980,795341,11635859,93.4,2.8,8.4,0.7,0.2,5.8,84.9,48.64,666576504,24.4,24.7,25.3,25.6,0,35.6,28.2,"SRS4831163","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_96_sra_base_sums_SRP199678_SRR9139196_ALL_bw","2 months","Peritoneal cells","KO","female","Peritoneal cells","LPS","grp20"
